source,title,author,price,tags,image,url,ai_caption,ai_palette,ai_tags,layout,font_style,aesthetic_style,confidence
Awwwards,,Bearplus,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b874d89d0fc418007105.png,https://www.awwwards.com/sites/we-are-silana,"Muted, minimal website with understated colors and balanced, uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,modern,0.82
Awwwards,,Octavio Brehm,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b99029b46c6684266344.png,https://www.awwwards.com/sites/octavio-brehm,"Muted, neutral website with undefined structure and a calm, minimal mood.",[],"minimal, calm, neutral, clean",unknown,sans-serif,minimal,0.68
Awwwards,,Studio Morfar,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/68877c33eb39c070881002.jpg,https://www.awwwards.com/sites/purpose-talent,"Mood, color, and layout are indeterminate due to missing visual information.",[],,unknown,unknown,unknown,0.0
Awwwards,,The First The Last,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b5c07e5c5a6836493073.png,https://www.awwwards.com/sites/davincii,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Valerii Kovita,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b7d6791f4bf746072604.jpg,https://www.awwwards.com/sites/vitalina-tattoo-artist,"Understated layout with muted palette and balanced spacing for a calm, neutral mood.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,syncity,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c45c0913d56366276903.jpg,https://www.awwwards.com/sites/syncity,"Muted, understated website with undefined structure and soft color palette.",[],"minimal, calm, soft, experimental",unknown,sans-serif,minimal,0.72
Awwwards,,Leeroy,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6882714bca49b082053794.jpg,https://www.awwwards.com/sites/luminaire-authentik,"Understated, neutral website with a muted palette and balanced, spacious layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,modern,0.82
Awwwards,,justin parisio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b35d11cf41e354769511.png,https://www.awwwards.com/sites/service-plus-aquatics,"Muted, neutral website with balanced spacing and understated minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,General Condition,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b5658d40cad819436018.png,https://www.awwwards.com/sites/general-condition-studio-2,"Muted, undefined layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,sans-serif,minimal,0.45
Awwwards,,Madalin,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b6feca1fb41047596602.jpg,https://www.awwwards.com/sites/aria-project,"Muted, minimal website with understated colors and balanced, uncluttered composition.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.85
Awwwards,,ClaPat,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b6b85b65b35930216761.jpg,https://www.awwwards.com/sites/moz-agency,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Charles,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b56c039dfb3812483665.jpg,https://www.awwwards.com/sites/architecture-film,"Muted, minimal layout with understated colors and balanced, uncluttered composition.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.85
Awwwards,,Esimple,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b5b839ae8af914666100.jpg,https://www.awwwards.com/sites/esimple-digital-agency,"Muted, balanced web composition with understated tones and uncluttered minimal layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimal,0.82
Awwwards,,Surd Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68918c0faaee7338618089.jpg,https://www.awwwards.com/sites/wildy-riftian-portfolio,"Understated website with a muted, neutral palette and balanced, spacious layout.",[],"minimal, calm, spacious, clean, soft",unknown,sans-serif,minimalist,0.85
Awwwards,,Acoca.ben,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bab2f4a3af9386952317.png,https://www.awwwards.com/sites/twice-1,"Muted, balanced web composition with understated tones and uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimal,0.82
Awwwards,,Orizon,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b55d4875c26814915679.jpg,https://www.awwwards.com/sites/borgo-delle-rose,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.85
Awwwards,,Malvah,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/688a2c7d1507b955164810.jpg,https://www.awwwards.com/sites/bitter-creek,"Muted palette with balanced spacing and an understated, orderly composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Manufactur,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b0a9e7ae02e742555600.jpg,https://www.awwwards.com/sites/forager-project,"Muted, spacious layout with understated colors for a calm and neutral mood.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,hvdhoef,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b5519c5d769552539613.png,https://www.awwwards.com/sites/rabo-art-collection,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious, modern",unknown,sans-serif,minimal,0.45
Awwwards,,,,,https://assets.awwwards.com/awards/689b1fa46c5ed1.15986415.png,,"Understated, orderly web design with a muted palette and balanced spacing.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.85
Awwwards,,xianyao-wei,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b40f3f33cf5860811938.jpg,https://www.awwwards.com/sites/weisdevice,"Muted palette with balanced spacing and an understated, orderly composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Soleil Noir,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c012bcc1022392720690.jpg,https://www.awwwards.com/sites/soleil-noir,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,McArnolds,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c02c6395c44510002949.jpg,https://www.awwwards.com/sites/travel-sensations,"Muted, indeterminate web composition with undefined layout and color palette.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,Resn,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/688bf5e53cfc1894599677.png,https://www.awwwards.com/sites/savor,"Muted palette and balanced spacing create a clean, uncluttered web layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.85
Awwwards,,Vavan Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b040dcb9b7b588361219.jpg,https://www.awwwards.com/sites/daniele-marilia,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,unknown,minimal,0.45
Awwwards,,gregorylewis,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b05d3f5765b930652324.png,https://www.awwwards.com/sites/good-looking-design,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Campari Group,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6889f2d3d95f9887717263.png,https://www.awwwards.com/sites/cynar,"Muted palette with balanced spacing and an understated, orderly composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Dennis Snellenberg,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6878a302b9c28800104087.jpg,https://www.awwwards.com/sites/truus,"Muted, undefined layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,sans-serif,minimal,0.55
Awwwards,,Wix Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b01e9b2a3c7155317578.png,https://www.awwwards.com/sites/happily-never-after,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Andrejs Korovskis,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68af00808c730893360359.png,https://www.awwwards.com/sites/andrejs-korovskis,"Calm, neutral website with a muted palette and balanced, understated layout.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Flowtrix,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68af2ab22f5ee688533868.png,https://www.awwwards.com/sites/databahn-ai,"Understated, neutral website with a muted palette and balanced, spacious layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Bjorn Encutescu,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68af09afc6e59167143510.jpg,https://www.awwwards.com/sites/bjornflow,Minimal website with a muted color palette and sparse visual elements.,[],"minimal, calm, clean",unknown,sans-serif,minimal,0.68
Awwwards,,Juice Agency,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/68876f1598c02513495972.png,https://www.awwwards.com/sites/juice-agency,"Muted, balanced website with understated colors and uncluttered, minimal layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.82
Awwwards,,Matchbox Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b0d87981c11507614629.jpg,https://www.awwwards.com/sites/south-side-studios,"Muted, indeterminate layout with undefined color palette and structure.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,The Brink Agency,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68aec52f26768779955002.jpg,https://www.awwwards.com/sites/solaax,"Muted, minimal website with understated colors and balanced, uncluttered composition.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimal,0.85
Awwwards,,Ficturo,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6866a79d55519111178702.jpg,https://www.awwwards.com/sites/jakub-wencek,"Mood, color, and layout are indeterminate due to missing visual and textual cues.",[],,unknown,unknown,unknown,0.0
Awwwards,,Checkmate Digitalt Bureau,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68aea3a0d67c2715301329.jpg,https://www.awwwards.com/sites/the-largo,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,lailalbuquerque,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68af46200b6d9361724606.jpg,https://www.awwwards.com/sites/porto-player,"Muted, minimal website with understated colors and balanced, uncluttered composition.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.85
Awwwards,,digital of things,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/687f5cd4df5b2443917123.png,https://www.awwwards.com/sites/internalities,"Muted, understated web composition with ambiguous and undefined layout.",[],"minimal, calm, experimental, soft",ambiguous,sans-serif,minimalist,0.78
Awwwards,,NOTHING,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b8688d10538645384206.jpg,https://www.awwwards.com/sites/nothing-design-studio,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Run For The Hills,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68ada586c73d4940060046.jpg,https://www.awwwards.com/sites/run-for-the-hills-1,"Understated, neutral website with muted palette and balanced, spacious layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.85
Awwwards,,Manmeet Rayat,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68aeb708ef480668236578.jpg,https://www.awwwards.com/sites/axiom-concept-ai-interface,"Muted, indeterminate layout with undefined color palette and structure.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,Snowhouse Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68ace067c60fe391767352.png,https://www.awwwards.com/sites/done-drinks,"Muted, undefined web composition with unspecified layout and color palette.",[],"minimal, calm, experimental",unknown,unknown,experimental,0.45
Awwwards,,Protocolli Creativi,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68ad855188ef4439115042.jpg,https://www.awwwards.com/sites/secchiari-boots,"Muted, minimal website with understated colors and balanced, uncluttered composition.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.85
Awwwards,,bigstudio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68d4c241213fc711100721.png,https://www.awwwards.com/sites/big-studio-immersive-web,"Muted, neutral web composition with undefined layout and subdued tones.",[],"minimal, calm, soft, clean",unknown,sans-serif,minimal,0.72
Awwwards,,Mambo Mambo,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68d185931da81217827746.jpg,https://www.awwwards.com/sites/jacques-cie,"Muted, neutral web composition with undefined layout and subdued tones.",[],"minimal, calm, soft, clean",unknown,sans-serif,minimal,0.72
Awwwards,,sbae18,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68d24484145aa910919259.png,https://www.awwwards.com/sites/im-not-a-bot,"Understated website with muted colors, balanced negative space, and orderly minimal composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.87
