source,title,url,image,dominant_colors,color_weights,primary_hex,primary_descriptor,elements,mood_keywords,confidence,caption,tags,cluster
Lapa Ninja (Post),Mélanie Tillie,https://www.lapa.ninja/post/melanie-tillie/,https://cdn.lapa.ninja/assets/images/1x/melanie-tillie-thumb.webp,"[""#fefeff"", ""#f5e3e6""]","{""#fefeff"": 0.7997, ""#f5e3e6"": 0.1229}",#fefeff,light neutral,"grid layout, rounded buttons, sidebar, large typography, footer, avatar","minimal, modern, friendly",0.75,Minimal grid layout with light neutral tones and large typography accents.,"minimal, modern, light, grid, friendly, typography, rounded-buttons",3
Lapa Ninja (Post),Decathlon AFLF,https://www.lapa.ninja/post/decathlon-aflf/,https://cdn.lapa.ninja/assets/images/1x/decathlon-aflf-thumb.webp,"[""#1c1d1d"", ""#fbfbfa""]","{""#1c1d1d"": 0.2312, ""#fbfbfa"": 0.3514}",#1c1d1d,dark gray,"top navigation, sidebar, feature list, avatar, icon list, grid layout","futuristic, retro, cool",0.62,Futuristic grid layout with dark gray sidebar and top navigation.,"futuristic, grid, dark-gray, sidebar, navigation, cool",4
Lapa Ninja (Post),Magicstreet,https://www.lapa.ninja/post/magicstreet/,https://cdn.lapa.ninja/assets/images/1x/magicstreet-thumb.webp,"[""#040101"", ""#1f0607""]","{""#040101"": 0.634, ""#1f0607"": 0.2115}",#040101,dark neutral,"large typography, video background, grid layout, split screen, rounded buttons, form","futuristic, minimal, modern",0.75,Modern split screen layout with dark neutral video background and large typography.,"modern, minimal, dark, grid, futuristic, rounded-buttons",5
Lapa Ninja (Post),Fig.1 Beauty,https://www.lapa.ninja/post/fig-1-2/,https://cdn.lapa.ninja/assets/images/1x/fig-1-2-thumb.webp,"[""#f9f5f4"", ""#d1b982""]","{""#f9f5f4"": 0.5644, ""#d1b982"": 0.158}",#f9f5f4,light neutral,"rounded buttons, grid layout, large typography, sidebar, split screen, two-column layout","modern, futuristic, creative",0.75,Modern split screen layout with light neutral tones and large typography.,"modern, creative, light, grid, rounded-buttons, two-column",0
Lapa Ninja (Post),Decide AI,https://www.lapa.ninja/post/decideai/,https://cdn.lapa.ninja/assets/images/1x/decideai-thumb.webp,"[""#030403"", ""#fefefe""]","{""#030403"": 0.6404, ""#fefefe"": 0.2564}",#030403,dark neutral,"data table, large typography, rounded buttons, feature list, grid layout, icon list","futuristic, modern, cool",0.75,Modern grid layout with dark neutral tones and large typography.,"modern, grid, dark-neutral, large-typography, rounded-buttons, futuristic",4
Lapa Ninja (Post),Coinshift,https://www.lapa.ninja/post/coinshift/,https://cdn.lapa.ninja/assets/images/1x/coinshift-thumb.webp,"[""#141314""]","{""#141314"": 0.8946}",#141314,dark neutral,"pricing cards, video background, cta button, rounded buttons, sidebar, search bar","modern, trustworthy, luxury",0.75,Modern layout featuring dark neutral pricing cards with rounded buttons and a video background.,"modern, dark, neutral, pricing-cards, rounded-buttons, video-background, trustworthy",7
Lapa Ninja (Post),Mother Studio,https://www.lapa.ninja/post/mother/,https://cdn.lapa.ninja/assets/images/1x/mother-thumb.webp,"[""#f0a1f4"", ""#f177a8""]","{""#f0a1f4"": 0.274, ""#f177a8"": 0.2308}",#f0a1f4,bright purple,"video background, rounded buttons, large typography, sidebar, grid layout, feature list","creative, modern, retro",0.64,Creative grid layout with bright purple video background and large typography.,"creative, modern, bright-purple, grid, video-background, rounded-buttons",6
Lapa Ninja (Post),Lâm Bảo,https://www.lapa.ninja/post/lam-bao/,https://cdn.lapa.ninja/assets/images/1x/lam-bao-thumb.webp,"[""#dbdbdb"", ""#fdfcfc""]","{""#dbdbdb"": 0.3724, ""#fdfcfc"": 0.5156}",#dbdbdb,light gray,"large typography, sidebar, icon list, search bar, two-column layout, avatar","cool, creative, friendly",0.69,Friendly two-column layout with light gray background and large typography.,"cool, creative, light-gray, two-column, typography, sidebar, friendly",1
Lapa Ninja (Post),Good Looking Design,https://www.lapa.ninja/post/goodlookingdesign/,https://cdn.lapa.ninja/assets/images/1x/goodlookingdesign-thumb.webp,"[""#1502cb"", ""#e2e2f8""]","{""#1502cb"": 0.5462, ""#e2e2f8"": 0.3674}",#1502cb,bright blue,"grid layout, sidebar, pricing cards, large typography, rounded buttons, search bar","modern, professional, cool",0.75,Modern grid layout with bright blue sidebar and large typography.,"modern, professional, bright-blue, grid, sidebar, rounded-buttons",7
Lapa Ninja (Post),Sunny Within,https://www.lapa.ninja/post/sunnywithin/,https://cdn.lapa.ninja/assets/images/1x/sunnywithin-thumb.webp,"[""#f5efdd"", ""#63aca5""]","{""#f5efdd"": 0.4003, ""#63aca5"": 0.1969}",#f5efdd,light neutral,"pricing cards, rounded buttons, grid layout, sidebar, split screen, search bar","modern, cool, creative",0.7,Modern grid layout with light neutral background and rounded buttons.,"modern, grid, light, rounded-buttons, pricing-cards, creative",2
Lapa Ninja (Post),Sound Ethics,https://www.lapa.ninja/post/soundethics/,https://cdn.lapa.ninja/assets/images/1x/soundethics-thumb.webp,"[""#121316"", ""#fdfefe""]","{""#121316"": 0.5344, ""#fdfefe"": 0.2925}",#121316,dark neutral,"large typography, sidebar, rounded buttons, video background, feature list, grid layout","futuristic, retro, cool",0.75,Dark neutral grid layout with large typography and rounded buttons.,"dark, grid, typography, rounded-buttons, futuristic, cool",4
Lapa Ninja (Post),SAPIENS,https://www.lapa.ninja/post/sapiens-vision/,https://cdn.lapa.ninja/assets/images/1x/sapiens-vision-thumb.webp,"[""#7e7a79"", ""#161513""]","{""#7e7a79"": 0.3618, ""#161513"": 0.3277}",#7e7a79,muted gray,"avatar, icon list, sidebar, split screen, large typography, search bar","minimal, futuristic, modern",0.68,Minimal split screen layout with muted gray tones and large typography elements.,"minimal, modern, muted-gray, split-screen, large-typography, sidebar",0
Lapa Ninja (Post),Rune,https://www.lapa.ninja/post/rune/,https://cdn.lapa.ninja/assets/images/1x/rune-thumb.jpg,"[""#a9aab1"", ""#fafbfc""]","{""#a9aab1"": 0.2549, ""#fafbfc"": 0.2768}",#a9aab1,muted gray,"pricing cards, data table, grid layout, video background, top navigation, form","futuristic, modern, luxury",0.63,Modern grid layout with muted gray pricing cards and a video background.,"modern, grid, muted-gray, pricing-cards, video-background, luxury",7
Lapa Ninja (Post),Nile Postgres,https://www.lapa.ninja/post/thenile/,https://cdn.lapa.ninja/assets/images/1x/thenile-thumb.webp,"[""#050505"", ""#a8cae7""]","{""#050505"": 0.8631, ""#a8cae7"": 0.0708}",#050505,dark neutral,"rounded buttons, feature list, grid layout, pricing cards, sidebar, large typography","minimal, professional, futuristic",0.75,Minimal grid layout with dark neutral tones and large typography elements.,"minimal, professional, dark, grid, typography, rounded-buttons, futuristic",4
Lapa Ninja (Post),fal.ai,https://www.lapa.ninja/post/fal/,https://cdn.lapa.ninja/assets/images/1x/fal-thumb.webp,"[""#87e4f4"", ""#fbfdf9""]","{""#87e4f4"": 0.3409, ""#fbfdf9"": 0.4044}",#87e4f4,bright teal,"pricing cards, feature list, avatar, sidebar, grid layout, large typography","modern, cool, creative",0.67,Modern grid layout with bright teal pricing cards and large typography.,"modern, grid, bright-teal, pricing-cards, large-typography, creative",7
Lapa Ninja (Post),Aptos Build,https://www.lapa.ninja/post/aptosbuild/,https://cdn.lapa.ninja/assets/images/1x/aptosbuild-thumb.webp,"[""#0c0c0c""]","{""#0c0c0c"": 0.9574}",#0c0c0c,dark neutral,"large typography, grid layout, footer, top navigation, feature list, data table","modern, futuristic, minimal",0.75,Modern grid layout with dark neutral tones and large typography.,"modern, grid, dark, minimal, typography, footer",4
Lapa Ninja (Post),ORKEN,https://www.lapa.ninja/post/orkenworld/,https://cdn.lapa.ninja/assets/images/1x/orkenworld-thumb.webp,"[""#f85910"", ""#140704""]","{""#f85910"": 0.3089, ""#140704"": 0.2825}",#f85910,bright orange,"large typography, video background, grid layout, split screen, sidebar, icon list","creative, cool, bold",0.65,Bold split screen layout with bright orange video background and large typography.,"bold, creative, bright-orange, grid, video-background, modern, sidebar",5
Lapa Ninja (Post),Oriol.Design,https://www.lapa.ninja/post/oriol/,https://cdn.lapa.ninja/assets/images/1x/oriol-thumb.webp,"[""#fefefe""]","{""#fefefe"": 0.8816}",#fefefe,light neutral,"large typography, pricing cards, grid layout, rounded buttons, footer, sidebar","professional, futuristic, minimal",0.75,Professional grid layout with light neutral background and large typography.,"professional, minimal, grid, light, typography, rounded-buttons, pricing-cards",3
Lapa Ninja (Post),Cumulus Coffee,https://www.lapa.ninja/post/cumuluscoffee/,https://cdn.lapa.ninja/assets/images/1x/cumuluscoffee-thumb.webp,"[""#160d09"", ""#ece9da""]","{""#160d09"": 0.2726, ""#ece9da"": 0.2319}",#160d09,dark neutral,"rounded buttons, grid layout, single column, pricing cards, video background, footer","modern, minimal, luxury",0.64,Modern single-column layout with dark neutral tones and rounded buttons.,"modern, minimal, dark-neutral, grid, luxury, rounded-buttons",7
Lapa Ninja (Post),CrunchDAO,https://www.lapa.ninja/post/crunchdao/,https://cdn.lapa.ninja/assets/images/1x/crunchdao-thumb.webp,"[""#101010"", ""#5f5f5f""]","{""#101010"": 0.5663, ""#5f5f5f"": 0.3006}",#101010,dark neutral,"grid layout, large typography, rounded buttons, search bar, video background, data table","minimal, modern, futuristic",0.75,Modern grid layout with dark neutral tones and large typography.,"minimal, modern, dark, grid, rounded-buttons, video-background",4
Lapa Ninja (Post),Buzzsprout,https://www.lapa.ninja/post/buzzsprout/,https://cdn.lapa.ninja/assets/images/1x/buzzsprout-thumb.webp,"[""#1e201e"", ""#f9f9f9""]","{""#1e201e"": 0.2796, ""#f9f9f9"": 0.6644}",#1e201e,dark gray,"rounded buttons, grid layout, large typography, footer, top navigation, search bar","modern, minimal, futuristic",0.64,Modern grid layout with dark gray background and large typography.,"modern, minimal, dark-gray, grid, rounded-buttons, typography",4
Lapa Ninja (Post),Anterior,https://www.lapa.ninja/post/anterior/,https://cdn.lapa.ninja/assets/images/1x/anterior-thumb.webp,"[""#1f1a23"", ""#fefcf1""]","{""#1f1a23"": 0.1964, ""#fefcf1"": 0.6759}",#1f1a23,dark muted purple,"large typography, sidebar, cta button, pricing cards, form, rounded buttons","futuristic, modern, retro",0.6,Modern layout with dark muted purple sidebar and large typography.,"modern, futuristic, dark-muted-purple, sidebar, typography, rounded-buttons",1
Lapa Ninja (Post),andhuman,https://www.lapa.ninja/post/andhuman/,https://cdn.lapa.ninja/assets/images/1x/andhuman-thumb.webp,"[""#f7f6f7"", ""#131012""]","{""#f7f6f7"": 0.6262, ""#131012"": 0.1365}",#f7f6f7,light neutral,"rounded buttons, sidebar, video background, split screen, search bar, feature list","modern, futuristic, minimal",0.75,Modern split screen layout with dark muted gray video background and rounded buttons.,"modern, minimal, dark-muted-gray, split-screen, rounded-buttons, video-background",5
Lapa Ninja (Post),AgentQL,https://www.lapa.ninja/post/agentql/,https://cdn.lapa.ninja/assets/images/1x/agentql-thumb.webp,"[""#080a0b"", ""#141725""]","{""#080a0b"": 0.7734, ""#141725"": 0.1346}",#080a0b,dark neutral,"video background, search bar, grid layout, split screen, sidebar, feature list","futuristic, modern, minimal",0.75,Modern split screen layout with dark neutral video background and a prominent search bar.,"modern, minimal, dark-neutral, grid, split-screen, video-background",5
Lapa Ninja (Post),0to100,https://www.lapa.ninja/post/0to100/,https://cdn.lapa.ninja/assets/images/1x/0to100-thumb.webp,"[""#ebebeb"", ""#343a3c""]","{""#ebebeb"": 0.5802, ""#343a3c"": 0.2267}",#ebebeb,light neutral,"rounded buttons, grid layout, search bar, pricing cards, large typography, data table","minimal, modern, futuristic",0.75,Minimal grid layout with light neutral background and large typography elements.,"minimal, modern, light, grid, typography, rounded-buttons, clean",3
Lapa Ninja (Post),Height,https://www.lapa.ninja/post/height-app-4/,https://cdn.lapa.ninja/assets/images/1x/height-app-4-thumb.webp,"[""#101011""]","{""#101011"": 0.9666}",#101011,dark neutral,"rounded buttons, large typography, grid layout, sidebar, search bar, feature list","modern, futuristic, minimal",0.75,Modern grid layout with dark neutral tones and large typography.,"modern, grid, dark, rounded-buttons, sidebar, minimal",4
Lapa Ninja (Post),Stratus Ventures,https://www.lapa.ninja/post/stratus-ventures/,https://cdn.lapa.ninja/assets/images/1x/stratus-ventures-thumb.webp,"[""#4c5856"", ""#f9f9f9""]","{""#4c5856"": 0.1805, ""#f9f9f9"": 0.6257}",#4c5856,muted gray,"large typography, sidebar, grid layout, rounded buttons, top navigation, feature list","minimal, futuristic, modern",0.59,Minimal grid layout with muted gray sidebar and large typography.,"minimal, modern, muted-gray, grid, typography, sidebar",4
Lapa Ninja (Post),Peppermint,https://www.lapa.ninja/post/paywithpeppermint/,https://cdn.lapa.ninja/assets/images/1x/paywithpeppermint-thumb.webp,"[""#131739"", ""#603fee""]","{""#131739"": 0.5118, ""#603fee"": 0.222}",#131739,dark bright blue,"pricing cards, large typography, video background, sidebar, feature list, split screen","cool, modern, retro",0.75,Modern split screen layout with dark bright blue background and large typography.,"modern, cool, dark-blue, split-screen, typography, video-background",5
Lapa Ninja (Post),A Creative Partner,https://www.lapa.ninja/post/acreativepartner-2/,https://cdn.lapa.ninja/assets/images/1x/acreativepartner-2-thumb.webp,"[""#a9a19d"", ""#fefefe""]","{""#a9a19d"": 0.2686, ""#fefefe"": 0.2857}",#a9a19d,muted gray,"sidebar, video background, rounded buttons, feature list, large typography, split screen","bold, creative, cool",0.63,Bold split screen layout with muted gray video background and large typography.,"bold, creative, muted-gray, split-screen, video-background, rounded-buttons",5
Lapa Ninja (Post),Corners,https://www.lapa.ninja/post/cornersnewyork/,https://cdn.lapa.ninja/assets/images/1x/cornersnewyork-thumb.webp,"[""#faf9f8"", ""#7e6b4c""]","{""#faf9f8"": 0.6066, ""#7e6b4c"": 0.1389}",#faf9f8,light neutral,"rounded buttons, form, sidebar, two-column layout, large typography, grid layout","modern, futuristic, artistic",0.75,Modern two-column layout with light neutral background and large typography.,"modern, two-column, light, rounded-buttons, grid, artistic",1
Lapa Ninja (Post),Freetrade,https://www.lapa.ninja/post/freetrade-3/,https://cdn.lapa.ninja/assets/images/1x/freetrade-3-thumb.webp,"[""#0b0a0b"", ""#24182f""]","{""#0b0a0b"": 0.8557, ""#24182f"": 0.0531}",#0b0a0b,dark neutral,"large typography, video background, sidebar, chart, pricing cards, grid layout","futuristic, minimal, modern",0.75,Modern grid layout with dark neutral background and large typography.,"modern, minimal, dark, grid, typography, video-background",4
Lapa Ninja (Post),MBRS,https://www.lapa.ninja/post/mb/,https://cdn.lapa.ninja/assets/images/1x/mb-thumb.webp,"[""#ebebe8"", ""#1f130a""]","{""#ebebe8"": 0.4271, ""#1f130a"": 0.1742}",#ebebe8,light gray,"large typography, sidebar, rounded buttons, grid layout, two-column layout, video background","modern, futuristic, minimal",0.71,Modern two-column layout with light gray background and large typography.,"modern, minimal, light-gray, grid, rounded-buttons, sidebar, video-background",1
Lapa Ninja (Post),Amplemarket,https://www.lapa.ninja/post/amplemarket/,https://cdn.lapa.ninja/assets/images/1x/amplemarket-thumb.webp,"[""#eae9e2"", ""#0f0f0f""]","{""#eae9e2"": 0.6696, ""#0f0f0f"": 0.2006}",#eae9e2,light muted yellow,"search bar, sidebar, split screen, top navigation, feature list, rounded buttons","modern, minimal, futuristic",0.75,Modern split screen layout with light muted yellow background and rounded buttons.,"modern, minimal, light, split-screen, rounded-buttons, sidebar",0
Lapa Ninja (Post),Max Milkin,https://www.lapa.ninja/post/max-milkin/,https://cdn.lapa.ninja/assets/images/1x/max-milkin-thumb.webp,"[""#2f3231"", ""#f5f7f6""]","{""#2f3231"": 0.1948, ""#f5f7f6"": 0.7233}",#2f3231,dark gray,"large typography, grid layout, sidebar, rounded buttons, footer, two-column layout","friendly, modern, professional",0.6,Modern two-column layout with dark gray typography and rounded buttons.,"modern, grid, dark-gray, friendly, professional, rounded-buttons",1
